asset_id,age,load_factor,ambient,temperature,vibration,pressure,current,fail_next_24h,rul_hours
0,175.02753081662726,1.0375223686233688,28.63984825304454,75.77224427681303,0.7770423273808377,32.456835979171665,15.351274640448235,1,112.74348566663359
0,176.02753081662726,0.7920998490911794,24.400995350911813,74.24834306491985,0.786263144306457,33.29313955068854,12.791663707543478,0,114.75657753129153
0,177.02753081662726,0.6415727740214814,28.776035063280002,70.73186752174868,0.7521311116195203,30.06690512412739,10.782674087451596,1,127.5468845703884
0,178.02753081662726,0.6381135436500358,25.15466665465082,68.64919790339576,0.6724726406673176,34.409435068566346,10.587894471493154,1,149.5822752656096
0,179.02753081662726,0.6320518487359825,36.91918210020184,69.47332943776715,0.6679704391291555,32.9372469683739,12.690585002794505,0,130.31450018111266
0,180.02753081662726,0.6475387923503856,18.01344069279176,69.29182792732584,0.6681291883973864,29.34735356794002,12.439755966828793,1,146.0773697719123
0,181.02753081662726,0.8917175090906844,19.023918157433993,74.63442482309188,0.7542739475768716,32.11194115768911,12.883468031340815,0,130.21956624528642
0,182.02753081662726,0.6322635325828925,38.46044559933832,73.17895825870347,0.6487233537262177,30.087783099975532,12.642252575367696,1,129.05249093195997
0,183.02753081662726,0.6131859785199474,32.79691720781145,71.37773089023835,0.6633466729947598,31.76950714350637,11.442208701839789,1,141.74241265860385
0,184.02753081662726,0.7111396911537304,35.79126079533171,71.3802900596306,0.7530684046473038,30.57280281727466,11.231323846095012,1,131.38478528717707
0,185.02753081662726,0.7802297785244674,26.024598723819484,68.06889084115454,0.701644017016017,29.283269824347514,13.689340188816622,1,128.59773251723863
0,186.02753081662726,1.1913350317375542,23.07645459899359,80.97175269799737,0.8638011690560946,31.698528642238436,15.222868790392788,1,87.33551394223528
0,187.02753081662726,0.7038302110412931,35.02980748849456,70.58642832897166,0.7602428917014264,31.41193036137544,12.947498730919643,0,122.193264266286
0,188.02753081662726,0.8785056220879397,30.39023454701086,75.28558186718702,0.7449373971236357,32.52818287983109,14.424683111261519,1,124.76304418408384
0,189.02753081662726,0.6413432281651185,38.45465541488069,69.29973768519594,0.6689952246632871,30.599633970210345,12.183310122604311,1,132.56128140513383
0,190.02753081662726,0.5221708902892419,26.68000887319385,66.82785352425283,0.640786123650697,34.80670167203627,11.738927555281158,1,122.77372646478413
0,191.02753081662726,0.723622999917238,39.90488798908021,72.56213619194334,0.6978535431283057,30.397418816458433,12.566017810605208,1,137.06987554033822
0,192.02753081662726,0.6697842117407584,35.256115857668675,70.20663712334019,0.6273938176186531,29.28263221729589,12.388830401161183,0,146.64568881888044
0,193.02753081662726,0.6537054541342591,34.996246191038836,68.41369147420586,0.6874824117868138,28.46797174037642,11.763542831410023,1,125.14233445007692
0,194.02753081662726,0.5638023219249217,37.12063858894014,71.49766436827268,0.7326802829892058,32.340574232405665,11.931929142811143,1,127.04079051084491
